name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,lat,long,place_name
USC00022329,38.5,40.2,44.7,51.1,59.6,68.2,73,70.5,65.4,55.5,44.5,38.5,34.2097,-112.3453,AZ CROWN KING
USC00022434,54.8,58.1,62.8,68.9,76.4,84.4,90.5,90.5,85.1,73.1,61.8,53.6,32.9711,-113.4981,AZ DATELAND WHITEWING RCH
USC00022527,37,39.2,43.1,48.5,58.2,66.8,72.7,71.5,65.3,54.1,43.6,36.2,35.2947,-113.3664,AZ DIAMOND M RANCH
USC00022659,48.3,52.1,56.7,63.2,71.3,79.3,81.4,79.3,75.5,66.2,55.3,48.2,31.345,-109.5394,AZ DOUGLAS
USC00022754,42.8,46.7,52.2,59.2,68.1,77,81.3,79.5,73.4,62,49.9,42,32.7481,-109.1214,AZ DUNCAN
USC00022782,54.3,56.5,62,69.1,78.4,86.8,91.5,90.4,85.2,73.3,61.2,52.5,33.4192,-111.6444,AZ EAST MESA
USC00022790,55.7,59.4,65.1,72.1,80.8,89.5,94.9,94.1,87.9,75.9,63.3,54.1,33.6133,-114.4706,AZ EHRENBERG 2 E
USC00022807,52.8,55.9,61.3,68.5,76.9,85.6,90,88.5,83.2,72.2,59.9,51.7,32.7819,-111.5186,AZ ELOY 4 NE
USC00023009,27,29.6,34.8,41.4,48.6,56.2,63.2,62,55.1,44.9,34.8,27.4,35.1611,-111.7311,AZ FLAGSTAFF 4 SW
USC00023027,54.6,57.2,62.6,69.1,77.7,86.2,90.8,89.6,84.6,73.3,61.5,53.4,33.0364,-111.3881,AZ FLORENCE
USC00023110,44,46.4,53.6,59.9,68.9,77.5,77.6,76.5,74,63.1,54,44.3,32.6231,-109.9428,AZ FT GRANT
USC00023150,44.7,49,54.4,62.1,71.1,79.9,84,82.1,76.5,65.1,52.4,43.9,33.0094,-109.9855,AZ FT THOMAS 2 SW
USC00023160,27.1,29.4,34.1,40,47.8,56.1,61.9,60.4,54,43.7,34.1,26.8,35.2681,-111.7428,AZ FT VALLEY
USC00023190,53.5,56.2,61.5,68.7,78,86.3,90.8,90.3,85.1,73.9,61.5,52.7,33.6028,-111.7131,AZ FOUNTAIN HILLS
USC00023250,33.8,38.6,43.8,51.5,58.6,68,75.2,73,65.3,53.3,42.1,32.7,36.9414,-112.5258,AZ FREDONIA
USC00023303,30.9,34.3,41.1,47.9,56.9,66.1,72.2,70.6,63.4,51.6,39.3,30.7,35.7164,-109.5661,AZ GANADO
USC00023393,55.5,58.9,64.4,71.4,80.1,88.6,94.2,93.4,87.7,75.4,63,54.4,32.9481,-112.7131,AZ GILA BEND
USC00023505,44.3,47.3,53,59.5,67.9,77.1,81.5,79.4,74.1,63.8,51.8,43.7,33.3767,-110.7711,AZ GLOBE
USC00023596,31.5,33.6,38.9,45.2,53.9,62.5,68,66.1,59.9,48.9,38.8,31.5,36.0528,-112.1503,AZ GRAND CANYON NP 2
USC00023668,51.8,53.9,59.1,66.3,75.1,83.5,85.9,83.6,80.6,70.2,58.4,51.1,31.8931,-110.9978,AZ GREEN VALLEY
USC00023683,27.6,29.8,34.2,40.9,49.3,57.4,60.9,59,54,44.9,35.1,28,34.0219,-109.4519,AZ GREER
USC00023828,29.3,30.5,35,41.5,50.2,58.5,64.3,62.2,56.3,46.3,36.5,28.8,34.7433,-111.4139,AZ HAPPY JACK RS
USC00023961,33.1,36.5,41.1,47.8,56.4,64.1,69,67.4,61.4,51.2,40.8,33.3,34.3925,-110.5581,AZ HEBER BLACK MESA RS
USC00024053,43.6,46.2,50,56.1,63.8,71.9,79.7,78.6,71.5,59.7,49.3,42.5,34.47,-112.8881,AZ HILLSIDE 4 NNE
USC00024089,34.9,39.9,46.2,53.5,62.7,71.2,77.1,75,67.9,56.3,44,34.9,34.9094,-110.1544,AZ HOLBROOK
USC00024453,42.5,44.9,50.1,57.5,66.9,76.4,79.8,77.3,72,61.6,49.9,42.1,34.7522,-112.1114,AZ JEROME
USC00024586,31.4,35.4,41.6,48.7,57.1,66.2,72.3,70.5,63.4,52,41.2,31.2,35.8111,-110.1917,AZ KEAMS CANYON
USC00024645,43.9,46.7,52,58.3,68.2,77.2,82.6,80.5,74,63.3,51,43.3,35.2,-114.0167,AZ KINGMAN #2
USC00024675,42.4,43.4,46.6,52.8,61.2,70,71.3,69.3,66.8,58,49.4,42.6,31.96,-111.5972,AZ KITT PEAK
USC00024686,33,36.7,44.2,51.2,60.9,69.7,73.8,72.3,65.5,54.8,42.2,32.9,35.55,-109.7,AZ KLAGETOH 12 WNW
USC00024702,57.3,59.6,64.4,70.8,79.1,87.4,92,90.9,86.3,75.9,64.7,56.4,33.2742,-113.9653,AZ KOFA MINE
USC00024759,53.6,58.4,65.4,73,83,91.6,96.7,95.9,88.7,76,63.1,53.4,34.45,-114.3667,AZ LAKE HAVASU
USC00024761,54,58.3,64.5,72.4,82.2,90.9,96.9,95.9,88.3,75.3,62.6,53,34.5031,-114.3603,AZ LAKE HAVASU CITY
USC00024829,54.8,57.9,63.4,70.9,80.2,88.8,93.3,91.9,86.1,74.3,62,53.7,33.3369,-112.1472,AZ LAVEEN 3 SSE
USC00024849,39.1,44.7,53.5,62.1,72.8,83.2,88.4,85.1,76.3,62.8,48.9,39,36.8644,-111.6022,AZ LEES FERRY
USC00024977,53.5,57.3,63,70.1,79,87.4,92.4,91.1,84.9,73.4,60.7,52.3,33.4992,-112.3631,AZ LITCHFIELD PARK
USC00025129,29.6,34.1,41.1,48,57.8,67.6,72.8,70.8,63.5,52,39.6,30.2,36.4192,-109.2269,AZ LUKACHUKAI
USC00025270,52.3,55.8,61.6,68.9,78.4,87.3,92.6,91.3,84.8,72.1,59.4,50.9,33.1139,-112.0303,AZ MARICOPA 4 N
USC00025412,31.8,33.8,37.9,44.5,53.4,62,65.8,63.6,58.6,49.4,39.5,31.8,34.1142,-109.8589,AZ MC NARY 2N
USC00025426,44.6,47.6,54.3,63.1,73.4,83.8,89.1,87.3,79,65.6,53,44.2,36.0183,-114.0681,AZ MEADVIEW 1W
USC00025512,48.6,51.3,56.2,63.5,72.8,81.8,85.5,83.6,79,68,56.5,48,33.4044,-110.87,AZ MIAMI
USC00025635,44.1,48,53.8,60.3,68.8,76.8,83,81.3,74.5,63.1,51.1,42.9,34.6106,-111.8381,AZ MONTEZUMA CASTLE NM
USC00025665,32.7,38,47,54.6,65.5,75.7,80.5,77,69.7,56.7,43,33,36.9853,-110.12,AZ MONUMENT VALLEY
USC00025700,54.5,56.5,61.4,68.8,78.4,87.2,90.7,89.6,84.9,73.9,61.9,53.8,33.5544,-111.4425,AZ MORMON FLAT
USC00025780,30.5,32.2,37,43.2,51,58.8,65.3,64.2,57.8,47.5,37.9,30.4,34.9364,-111.6392,AZ MUND'S PARK
USC00025825,42,43.8,49.5,55.8,63.9,72.7,76.4,75.4,70,60.5,48.6,41.4,34.3222,-111.4533,AZ NATURAL BRG
USC00025924,46.2,48.6,53.1,59.2,66.7,75.4,79.5,77.9,73.5,63.4,53.1,46.2,31.4553,-110.9681,AZ NOGALES 6 N
USC00026037,41.3,43.6,48.1,54.2,62.4,70.4,75.1,73.6,68.3,58.3,48.6,41.5,34.9589,-111.7553,AZ OAK CREEK CANYON
USC00026119,45.3,47.5,52.2,58.9,69.1,78.2,80,77.6,73.8,64.2,52.6,44.8,32.6025,-110.7344,AZ ORACLE 2 SE
USC00026132,55.1,57.6,62.2,68.2,76,83.8,89,88,83.6,73,62,54.6,31.9556,-112.8003,AZ ORGAN PIPE CACTUS NM
USC00026180,35.9,41,49.6,57.7,67.6,77.6,83.1,80.2,72.2,58.9,45.2,35.9,36.9208,-111.4483,AZ PAGE
USC00026190,35.8,39.8,46.1,52.8,62.1,70.8,76.4,73.9,67.6,56.5,44.1,35.8,35.0681,-109.7689,AZ PAINTED DESERT NP
USC00026194,55.2,58.3,64.4,71.1,80,88.7,93.9,93.1,87.1,74.8,62.4,54,33.0772,-113.0317,AZ PAINTED ROCK DAM
USC00026242,39,41.2,47.8,56,63.7,72.1,72.4,70.3,67.5,57.6,45,41.1,31.9353,-109.2186,AZ PARADISE
USC00026250,55.2,59,65,72.1,80.9,89,94.2,93.3,87.2,75.7,63.1,54.2,34.1547,-114.2897,AZ PARKER
USC00026353,44,47.5,52.2,59.1,67.9,76.1,78.5,76.6,72,62,51.2,44.2,31.9356,-109.8378,AZ PEARCE - SUNSITES
USC00026468,35,39.9,46.1,53.4,62.1,71.1,76.3,74.2,67.7,55.9,43.9,34.9,34.7994,-109.885,AZ PETRIFIED FOREST NP
USC00026471,46.9,52.2,59.7,67.6,77.2,86.4,90.3,87.1,80.5,68.5,55.9,46.6,36.1383,-112.0958,AZ PHANTOM RANCH
USC00026513,53.3,56.6,61.8,69.8,78.8,87.5,91.3,89.4,84.5,73.4,61.3,52.3,32.6464,-111.4017,AZ PICACHO 8 SE
USC00026597,33.2,36.2,40.5,47.1,54.8,63.6,67.3,65.9,60.7,50.8,40.6,33.9,34.1167,-109.9333,AZ PINETOP
USC00026601,34.6,37,42.3,48.9,56.2,64.7,68.5,67.3,61.8,52.4,42.2,34.5,34.1239,-109.9219,AZ PINETOP 2E
USC00026603,53.3,55,59.8,66.4,75.5,84.2,87.6,86.4,82.4,72.3,61.6,53.1,33.7275,-111.8606,AZ PINNACLE PEAK
USC00026616,35.3,39.4,45.2,52,61.7,70.9,77.6,75.4,67.6,55.5,43.5,34.6,36.8586,-112.7386,AZ PIPE SPRINGS NATL MON
USC00026653,38.7,40.9,45.3,50.8,58.4,66.6,73.1,71.9,65.7,55.7,44.9,38.5,34.0989,-110.9442,AZ PLEASANT VALLEY R S
USC00026716,38.8,42.2,46.9,53.2,60.9,68.3,71.1,69,64.2,55.6,45.8,38.7,31.8833,-109.2056,AZ PORTAL 4 SW
USC00026796,37.9,40.5,45.3,52,60.6,69.2,74.5,72.5,66.3,55.7,45,37.5,34.5706,-112.4322,AZ PRESCOTT
USC00026840,46.2,50.1,56.1,63.3,72.2,81.2,86.8,85.4,79,67,54.5,45.7,33.8556,-111.3064,AZ PUNKIN CTR
USC00026865,53.2,57.4,64,71.4,80.8,89.6,95.1,93.8,87,74.1,60.7,51.5,33.665,-114.2272,AZ QUARTZSITE
USC00027281,48.1,51.6,57.5,65.4,75,84.3,87.9,86.2,80.7,69.1,56.6,47.8,33.6731,-111.1508,AZ ROOSEVELT 1 WNW
USC00027370,52,56.1,61.3,68.9,77.7,86.6,91.6,90,84.5,73.4,60.3,51.3,33.0722,-111.7661,AZ SACATON
USC00027390,45.1,49,55,62.6,71.7,80.2,83.3,81.4,76.1,65.4,53.2,44.5,32.815,-109.6808,AZ SAFFORD AGRICULTRL CTR
USC00027435,34.5,39,45.2,52.5,61.5,70,74.3,71.8,65.7,54.6,42.8,33.9,34.5172,-109.4028,AZ SAINT JOHNS
USC00027480,47.3,51.2,56.8,64.4,74.2,83.2,87,85.4,80.1,68.6,55.6,46.7,33.1819,-110.5261,AZ SAN CARLOS RSVR
USC00027488,34.1,38.1,43.7,50.1,58.7,67.6,73.9,72.8,65.4,54.1,42.5,34.1,35.2239,-109.3222,AZ SANDERS
USC00027560,44,47.9,53.9,60.9,70,78.2,81.5,79.5,74.6,63.4,51.7,43.4,32.2714,-109.2256,AZ SAN SIMON
USC00027593,49.8,52.2,56.9,63.2,71.4,79.5,80,77.7,75.4,67,57,49.6,31.7625,-110.8464,AZ SANTA RITA EXP RANGE
USC00027619,49.7,51.6,55.4,61.3,68.9,77.6,80.5,78.7,75.3,66.2,56.4,49.6,31.4831,-111.5436,AZ SASABE
USC00027625,47.8,49.8,54,59.9,67.4,76.4,80.6,79.1,73.9,64.2,53.9,47.3,31.5717,-111.5056,AZ SASABE 6 NNE
USC00027708,45.1,47.9,52.4,58.8,67.7,76.7,81.3,79.6,73.8,63.6,52.3,44.4,34.8956,-111.7644,AZ SEDONA
USC00027716,38.2,40.9,45.7,51.9,60.1,68.5,74.4,72.9,66.4,55.7,45.2,37.8,35.3322,-112.8797,AZ SELIGMAN
USC00027855,35.1,38.9,44.3,51,59.6,68.3,72.4,70.1,64.8,54.2,43.5,35.1,34.2639,-110.0075,AZ SHOW LOW AP
USC00027880,47.7,50.8,55.6,62,70,78.1,78.9,76.8,73.6,64.9,55.2,47.8,31.5553,-110.2847,AZ SIERRA VISTA
USC00028012,35.5,39.6,45.3,51.9,60.2,68.4,73.9,72.1,65.7,54.7,43.6,35.3,34.5081,-110.0839,AZ SNOWFLAKE
USC00028018,34.8,38.2,44.1,51,59.6,68.3,74.1,71.6,65.5,54.5,43.1,34,34.5,-110.3333,AZ SNOWFLAKE 15 W
USC00028112,53.1,56.5,61.5,68,76.2,83.5,88.4,87.8,82.5,71.4,59.4,51.9,33.3814,-112.07,AZ SOUTH PHOENIX
USC00028162,33.3,36.9,41.4,48.2,55.9,63.5,68.1,66.1,60.3,50.4,40.5,33.2,34.1311,-109.275,AZ SPRINGERVILLE
USC00028214,52.9,55.4,60.1,67.1,76.1,84.6,89.8,88.6,83.1,71.8,59.7,52,33.5575,-111.5358,AZ STEWART MOUNTAIN
USC00028329,27.6,30.7,36.6,43.9,52.5,61.2,66.1,63.6,57,45.5,35.2,27.7,35.3694,-111.5436,AZ SUNSET CRATER NM
USC00028348,53.3,55.7,59.5,66.8,75.6,84.7,87.2,85.8,82.2,72.8,61.3,53.1,33.3003,-111.0972,AZ SUPERIOR
USC00028396,53.7,57.7,63.3,69.6,78.1,86,92.4,92.3,86.2,73.6,60.8,52.3,32.7225,-113.9192,AZ TACNA 3 NE
USC00028468,32.7,38.4,46.7,54.6,64.1,74.2,79.5,76.8,68.5,55.8,43.1,33.1,36.9233,-109.09,AZ TEEC NOS POS
USC00028499,54.2,57.1,62,68.8,77.4,85.2,90,89,83.9,72.9,61.2,52.9,33.4258,-111.9217,AZ TEMPE ASU
USC00028516,47.9,52.5,60.3,68.9,79,89.2,95.1,93,84.6,70.5,56.6,47.1,36.03,-114.3289,AZ TEMPLE BAR
USC00028619,47.6,50.3,55.1,62.1,70.3,78.4,79.3,77.1,74.2,65.3,55.4,47.9,31.7119,-110.0686,AZ TOMBSTONE
USC00028641,53.2,56.3,61.9,68.8,78.5,86.7,92.5,91.4,84.7,72.3,60.1,51.6,33.4203,-112.86,AZ TONOPAH
USC00028792,35.7,41.1,48.3,55.5,64.6,73.5,79,77.1,69.7,57.6,44.9,35.1,36.1306,-111.2436,AZ TUBA CITY
USC00028795,52.8,55.3,60.2,67.6,76.5,85.1,87.6,85.6,82.1,71.6,60.5,52.5,32.2542,-111.1961,AZ TUCSON 17 NW
USC00028796,52.3,54.9,60.2,67,75.5,84,87.4,86.1,81.8,70.7,59.2,51.5,32.2817,-110.9442,AZ TUCSON CAMP AVE EXP
USC00028800,51.7,54.5,58.9,65.7,74.5,83.5,87,85.6,81.2,70.4,59,51.1,32.25,-110.8333,AZ TUCSON MAGNETIC OBSY
USC00028815,53.3,56.2,61.1,68.1,77.1,85.4,87.3,85.8,82.3,71.7,60.5,52.6,32.2292,-110.9536,AZ TUCSON WFO
USC00028817,53.1,55.9,61,67.6,76.4,84.8,87.9,86.4,82.4,71.6,60.1,52.3,32.2581,-111.0053,AZ TUCSON U OF A #1
USC00028865,48.3,50.8,54.9,61.3,68.9,77.7,80.8,78.7,74.5,64.9,54.9,48.2,31.5678,-111.0497,AZ TUMACACORI NM
USC00028904,44.9,48.4,53.4,60.7,69.7,78.5,83.6,81.6,75.1,64.1,52.6,44.1,34.7706,-112.0264,AZ TUZIGOOT
USC00029114,38.6,43.4,51.8,59.6,69.7,79.8,85.5,82.8,74.8,61.5,48,38.5,36.9953,-111.4914,AZ WAHWEAP
USC00029156,31.2,35.2,40.6,47.1,56.5,65.3,70.9,67.9,61.9,50.2,40.6,31.8,35.1722,-111.5097,AZ WALNUT CANYON N.M.
USC00029158,37.2,40.3,45.3,51.1,58.8,66.4,72.6,71.1,64.5,53.9,43.3,36,34.9281,-112.8097,AZ WALNUT CREEK
USC00029271,39.3,42.2,47.1,52.8,60.9,69.3,74,72.3,67.2,57.2,46.8,39.7,33.8214,-109.9839,AZ WHITERIVER 1 SW
USC00029287,49,51.8,56.5,62.7,71.2,79.5,86.4,85.2,78.6,67.2,55.5,48.2,33.9792,-112.7403,AZ WICKENBURG
USC00029309,49.6,52,56.6,62.7,72.2,80.2,87.2,85.9,78.9,67.9,56.3,48.2,34.7061,-113.6136,AZ WIKIEUP
USC00029334,44.8,48.2,53.2,59.6,68,76.3,80.2,78.3,73.2,62.3,51.5,43.9,32.2553,-109.8369,AZ WILLCOX
USC00029359,34.9,36.8,41,47.5,56.3,65,69.2,67.2,61.7,51.6,41.8,34.9,35.2414,-112.1928,AZ WILLIAMS
USC00029376,53.3,57.5,64.1,72,81.7,90.2,95.9,94.3,87.1,74.8,61.8,52.8,35.8686,-114.6611,AZ WILLOW BEACH
USC00029410,28.6,32.3,38.8,45.4,54.8,64.3,68.5,66.7,59.6,49.1,37.4,28.6,35.6169,-109.1244,AZ WINDOW ROCK 4 SW
USC00029464,51.4,54.8,59.9,67.6,77.7,86.1,91.4,90.4,83.8,72.6,59,51,33.7478,-112.5983,AZ WITTMANN 4SW
USC00029542,36.2,41.8,48.9,56.4,66.2,75.8,80.5,77.7,70.6,58.5,45.6,35.4,35.5247,-111.3703,AZ WUPATKI NM
USC00029634,54.9,58.3,63.6,70.7,79.9,88.1,93.2,92.1,86.2,74.3,61.9,53.6,33.595,-112.3014,AZ YOUNGTOWN
USC00029645,50.4,53.8,58.7,65.8,75.5,84.7,91.1,89.5,82.3,69.8,57.8,49.5,34.8775,-114.1344,AZ YUCCA 1 NNE
USC00029652,55.2,58,63.5,69.3,77.1,85,91.2,91.5,86.1,74.3,62.1,53.9,32.6114,-114.635,AZ YUMA CITRUS STN
USC00029656,57.4,60.6,65.8,71.7,79.3,87.1,92.5,92.1,86.2,74.9,64.1,55.9,32.7278,-114.6217,AZ YUMA QUARTERMASTER DEPOT
USC00030064,36.1,40.6,49.6,59.2,68.8,77.4,80.6,79.4,71.3,60.7,49.1,38.8,35.9289,-91.0583,AR ALICIA 2NNE
USC00030130,38.7,42.4,50.9,59.6,67.8,75.4,79.5,79.1,72,61.4,50.3,40.5,34.7961,-92.8417,AR ALUM FORK
USC00030220,41.3,45.3,53.9,61.8,70,77.4,80.9,80.5,73.4,62.5,52.2,43.4,34.1433,-93.0589,AR ARKADELPHIA 2 N
USC00030240,42.2,46.8,54.9,63.3,71.4,78.4,81.4,80.6,74.3,64.1,53.7,44.4,34.025,-91.3444,AR ARKANSAS POST
USC00030458,35.7,39.8,48.6,57.6,66,74.1,78.4,77.9,69.8,59.2,48,37.7,35.8306,-91.7944,AR BATESVILLE LVSTK
USC00030460,36.9,41,49.7,58.9,68.1,76.6,80.7,79.7,71.5,60.3,49.2,39,35.7597,-91.6386,AR BATESVILLE L&D 1
USC00030536,39.2,44.1,52.6,62.1,71.1,79,82,80.5,73,62.6,52.1,41.8,35.4583,-91.0561,AR BEEDEVILLE 4 NE
USC00030582,41.3,45.5,53.9,62.1,70.3,77.9,81.6,81,73.6,62.9,52.8,43.2,34.5675,-92.6006,AR BENTON
USC00030586,34.5,38.7,47,56.3,64.9,72.9,77.6,77.3,69,58,47.1,36.7,36.3219,-94.215,AR BENTONVILLE 4 S
USC00030618,36.9,40.6,49.1,57.9,67,74.1,78.5,78.6,70,59.5,48.7,38.6,36.3603,-93.5514,AR BERRYVILLE
USC00030664,39.7,42.8,51.2,59.7,67,74.1,78.9,78,70.8,60.2,51,41.1,34.4619,-93.9983,AR BIG FORK 1 SSE
USC00030764,39,42.6,50.3,58.7,66.7,74.5,78.4,78.2,71,60.2,50.2,41,34.5697,-93.1947,AR BLAKELY MTN DAM
USC00030798,39.8,44,52.5,61.3,69.4,77.2,81.7,81.5,73.4,62.2,51.5,41.3,35.1161,-93.6506,AR BLUE MTN DAM
USC00030806,36.9,41.3,50.4,60.7,70.1,78.4,81.2,80.1,72.7,61.7,50.7,39.8,35.9239,-89.9044,AR BLYTHEVILLE
USC00030832,38.2,42.9,51.1,59.9,68.3,75.8,80.5,79.9,72.2,61.7,50.1,39.8,35.0931,-93.9258,AR BOONEVILLE 3 SSE
USC00030936,38.7,43.1,51.8,61,69.9,77.9,81,80.1,72.9,61.9,51.4,41.5,34.8822,-91.2153,AR BRINKLEY
USC00031102,39.4,43.4,52.1,60.3,69.3,77.3,80.8,80.4,73.2,62.1,51.2,41.6,34.9817,-92.0064,AR CABOT
USC00031132,35.3,39.2,47.8,56.9,65.6,73.1,77.3,76.8,68.8,58.3,47.5,37.3,36.1092,-92.1636,AR CALICO ROCK 2 WSW
USC00031140,42,46.1,53.8,62,70.5,77.5,81.1,80.6,73.7,62.5,52.5,44,33.3111,-92.485,AR CALION L&D
USC00031152,42.3,46.4,54.6,62.6,70.5,78,81.5,81.1,73.8,62.9,53.2,44.2,33.59,-92.8236,AR CAMDEN 1
USC00031191,41.7,46.1,54.2,63.1,71.3,78.2,81.6,81.2,74.8,63.9,54.5,45.2,33.9153,-91.7711,AR CANE CREEK SP
USC00031442,39.2,43.6,52.3,61.4,70.4,78.3,81.4,80.1,72.3,61.8,51.4,41.9,34.68,-91.2208,AR CLARENDON
USC00031455,37.3,41.9,50.2,58.8,67.8,75.9,79.9,79.9,72,60.5,49.7,40,35.4833,-93.45,AR CLARKSVILLE
USC00031457,36.4,41.1,49.2,58.1,66.7,74.1,79.3,79.3,71.4,60.2,49.2,38.6,35.5328,-93.4036,AR CLARKSVILLE 6 NE
USC00031459,38.7,42.7,51,60.2,68.6,76.7,81.1,81,73.1,62.1,50.9,40.4,35.4564,-93.4425,AR CLARKSVILLE 2
USC00031596,38.4,42.6,51.7,60.4,68.9,76.8,80.8,80.6,72.7,61.6,50.4,40.4,35.0833,-92.4294,AR CONWAY
USC00031632,35.6,40.6,50,60.1,69.1,77.4,80.7,79.2,71.4,60.4,49.4,38.3,36.4197,-90.5858,AR CORNING
USC00031730,42.6,46.3,54.2,61.8,70.1,77.4,80.6,80.3,73.7,63,53.3,44.6,33.1111,-91.9481,AR CROSSETT 2 SSE
USC00031838,40.3,44.9,53.4,62.1,69.9,77.4,81.5,81.3,73.6,62.7,51.6,41.7,35.2342,-93.1675,AR DARDANELLE
USC00031900,33.4,37.7,45.3,54.4,62.4,70.3,74.8,74.9,67.1,56.6,46,35.6,35.8272,-93.2044,AR DEER
USC00031948,41,45,52.7,60.6,69.2,76.8,80.8,81.2,73.8,62.6,52.1,42.9,34.0464,-94.3481,AR DEQUEEN
USC00031962,42.4,46.8,55,63.7,72.6,79.8,82.7,81.7,75.2,64.6,54.5,45.1,33.5597,-91.385,AR DERMOTT 3 NE
USC00031968,39.5,44,52.9,62.2,71,78.9,82.1,81.3,73.7,62.8,52.3,42.2,34.9772,-91.4978,AR DES ARC
USC00032148,42.7,46.9,55.3,63.7,72,78.9,81.3,80.6,74,64,53.9,44.9,33.8847,-91.5317,AR DUMAS
USC00032355,44.7,48.7,56.7,64.7,73.5,80.5,83.2,82.8,76.6,66.2,56.3,47.2,33.1144,-91.2628,AR EUDORA
USC00032356,36,40.1,49.3,58.4,66.5,73.7,78.5,78,69.6,59.5,48.6,38.1,36.4164,-93.7917,AR EUREKA SPRINGS 3 WNW
USC00032366,36.6,40.9,49.5,58.7,67.2,75.8,80,79.4,71.1,59.8,49.2,39,36.0717,-91.6169,AR EVENING SHADE 1 NNE
USC00032444,36.3,40.4,48.5,57.8,65.8,74.1,79,78.5,70.2,58.9,48.6,38.6,36.1006,-94.1744,AR FAYETTEVILLE EXP STN
USC00032540,40.5,44.8,52.6,60.6,68.7,76,79.8,79.7,72.5,61.6,51.7,42.5,33.8228,-92.3989,AR FORDYCE
USC00032794,36.4,40.1,48.8,57.8,66.5,74.5,78.9,78.5,70.3,59.4,48.1,38.4,35.9914,-92.7147,AR GILBERT
USC00032930,37.2,41.7,50.6,59.5,66.9,74.5,79,78.6,70.4,59.8,49.3,38.9,36.4261,-94.4481,AR GRAVETTE
USC00032962,36.4,40.6,49.5,58,67,74.8,79.1,78.4,70.8,59.5,48.3,38.8,35.2353,-92.3619,AR GREENBRIER
USC00032978,37.3,41.4,49.6,58.8,67.2,75.4,79.7,79.2,71.5,60.4,50,39.6,35.5206,-91.9997,AR GREERS FERRY DAM
USC00033132,36.3,39.8,49.9,58.4,67.7,76,80.7,80,71.7,61.4,50.3,39,36.2747,-91.5056,AR HARDY
USC00033242,40.5,44.6,53.4,62.6,71.5,79.2,82.5,81.7,74.6,63.8,52.8,43,34.5211,-90.59,AR HELENA
USC00033428,42.1,45.9,53.6,61.7,69.9,77.4,81.3,81.1,73.9,63,52.9,43.8,33.7089,-93.5561,AR HOPE 3 NE
USC00033466,41,45.1,53.1,61.7,69.8,77.5,81.9,81.8,73.9,62.5,51.9,42.4,34.5128,-93.0486,AR HOT SPRINGS 1 NNE
USC00033544,37.5,41.6,49.9,58.9,66.2,73.7,78.4,78.1,70.3,60.2,49.6,39.2,36.07,-93.7522,AR HUNTSVILLE 1 SSW
USC00033734,35.7,40.3,49.5,59.5,68.5,76.8,80.2,79.3,71.5,60.6,48.9,38.5,35.8489,-90.6589,AR JONESBORO 2 NE
USC00033821,38.3,42.8,51.5,61.3,71,79.3,82,80.5,73.1,62.1,51.5,41.1,35.6872,-90.0964,AR KEISER
USC00033862,41.3,45.7,54.1,63.1,71.3,78.4,81.2,80.3,73.5,63.3,52.9,43.3,34.6033,-91.9928,AR KEO
USC00033909,34.3,39.1,46.7,56.2,64.4,72.7,77.2,77.5,68.9,59,48.1,36.4,36.0086,-93.5206,AR KINGSTON 2S
USC00034106,33.4,36.9,46.2,55,63.8,72,76.8,76.2,67.7,57,45.8,35.4,36.4194,-92.9158,AR LEAD HILL
USC00034134,40.5,44.5,52.4,61,69.4,76.9,80.5,79.6,72.8,61.2,51.1,42.5,34.1742,-92.5947,AR LEOLA
USC00034185,43.2,47.3,55.1,62.5,70.4,77.9,81.5,81.5,74.6,64.2,54.2,45.3,33.3614,-93.5675,AR LEWISVILLE
USC00034528,37.8,41.4,51.2,60.3,69.5,77.5,80.8,80.1,72.7,61.4,50.9,41.1,35.0264,-90.7347,AR MADISON 1 NW
USC00034548,42.9,46.7,54.6,62.3,70.5,77.5,81.1,81,74.2,63.6,53.6,44.7,33.295,-93.2325,AR MAGNOLIA
USC00034562,40.5,44.4,53,61.4,70,77.5,81.1,80.5,73.6,62.5,51.4,42.2,34.3947,-92.8364,AR MALVERN
USC00034572,33.6,37.9,47.4,56.7,65.2,73.4,77.6,76.9,68.5,57.7,47,36.4,36.4947,-91.535,AR MAMMOTH SPRING
USC00034638,39.6,44.1,52.6,61.8,71.1,78.8,81.5,80.6,73.8,63,52.4,42.5,34.7392,-90.7664,AR MARIANNA 2 S
USC00034666,36,40.1,48.1,57.2,64.6,73.2,78,77.1,69.1,58.7,49.4,38.6,35.9156,-92.6394,AR MARSHALL
USC00034711,36.7,43.3,51.8,61.1,69.7,78.5,81.8,80.9,72.9,61.4,51.7,40.6,35.2539,-91.1892,AR MCCRORY
USC00034756,38.8,42.5,50.2,58.5,66.8,74.4,78.5,78.2,70.9,60.3,49.9,40.4,34.5731,-94.2494,AR MENA
USC00034938,38.1,42.3,50.9,59.7,68.3,76.4,80.6,79.9,72.3,60.9,50,39.8,35.1581,-92.7672,AR MORRILTON
USC00034988,38.5,42.2,50.1,58.5,66.7,74.4,78.8,78.4,70.4,59.2,49.6,40.1,34.5408,-93.5878,AR MT IDA 3 SE
USC00035018,37.2,41.5,49.8,58.4,66.7,74.3,78.9,78.4,70.6,59.7,48.7,38.8,35.6494,-94.1542,AR MOUNTAINBURG 2 NE
